order_id,customer_tier,payment_method,num_items,order_value,customer_city,device_type,past_returns,account_age_days,shipping_speed,is_fraud
O0444,Gold,CoD,1,88708,,DESKTOP,1,744,regular,No
O0445,Gold,CoD,3,363573,,Desktop,1,85,express,No
O0446,Silver,CoD,3,398573,,Desktop,0,250,express,No
O0447,Gold,cod,5,303488,,mobile,1,1033,express,No
O0448,Platinum,cod,2,95197,,DESKTOP,3,703,regular,No
O0449,Platinum,COD,2,157176,,Mobile,1,1017,regular,No
O0450,Silver,cod,3,450464,,Mobile,6,353,regular,No
O0451,Gold,COD,5,446325,,DESKTOP,3,42,express,No
O0452,gold,CoD,4,291348,,Desktop,,979,regular,No
O0453,gold,cod,1,406939,,mobile,5,909,express,No
O0454,Silver,COD,5,409226,,DESKTOP,2,343,regular,Yes
O0455,Platinum,COD,2,221591,,Desktop,4,704,express,No
O0456,gold,CoD,3,268035,,DESKTOP,3,1137,express,Yes
O0457,Gold,COD,5,294375,,DESKTOP,0,1314,express,Yes
O0458,Platinum,COD,2,209046,,mobile,6,1424,regular,No
O0459,Gold,CoD,5,186336,,Desktop,0,283,express,No
O0460,silver,cod,2,169427,,Mobile,2,340,express,No
O0461,Gold,CoD,2,419381,,mobile,4,1308,express,No
O0462,Gold,COD,3,383082,,DESKTOP,5,1321,regular,No
O0463,silver,COD,5,433118,,mobile,2,163,express,No
O0464,Gold,COD,5,362669,,DESKTOP,2,690,express,No
O0465,silver,CoD,4,425765,,Mobile,0,1367,regular,No
O0466,silver,COD,2,217022,,mobile,3,145,regular,No
O0467,Platinum,cod,1,169581,jakarta,Desktop,4,283,regular,No
O0468,Gold,CoD,3,287985,,Mobile,5,605,regular,No
O0469,Gold,CoD,1,176195,,mobile,2,1216,express,No
O0470,silver,COD,2,79092,,Desktop,4,847,regular,No
O0471,Silver,CoD,5,,,Mobile,4,1084,express,No
O0472,gold,COD,1,289608,,Desktop,1,1373,regular,No
O0473,Platinum,CoD,3,120594,,mobile,2,1451,regular,No
O0474,Silver,CoD,5,69291,,DESKTOP,5,233,regular,No
O0475,gold,CoD,2,393504,,Desktop,6,68,express,No
O0476,silver,cod,1,294465,,Desktop,1,440,regular,No
O0477,Platinum,COD,1,416461,,Mobile,1,551,express,No
O0478,gold,cod,5,299204,,Mobile,1,857,express,No
O0479,Silver,cod,4,317236,,Desktop,6,117,regular,No
O0480,Silver,CoD,3,102178,,DESKTOP,0,617,express,No
O0481,Gold,COD,5,,,Mobile,5,1236,regular,No
O0482,gold,CoD,4,,,Desktop,6,488,regular,Yes
O0483,gold,COD,5,285914,,mobile,6,44,regular,No
O0484,gold,CoD,5,478260,,DESKTOP,3,201,regular,No
O0485,Platinum,CoD,5,398129,,Desktop,3,404,express,Yes
O0486,gold,cod,5,310515,,Mobile,5,450,express,No
O0487,gold,CoD,1,,,Desktop,4,246,express,No
O0488,Silver,COD,1,263684,,Desktop,6,436,express,No
O0489,silver,CoD,4,209174,Jakarta,DESKTOP,2,156,regular,No
O0490,Gold,COD,2,337682,,Mobile,1,1478,express,No
O0491,Gold,COD,4,194714,,mobile,1,409,regular,Yes
O0492,silver,cod,5,243427,,DESKTOP,2,994,express,Yes
O0493,Platinum,COD,5,137134,,mobile,5,238,express,No
O0494,Silver,CoD,1,267988,,Desktop,2,1270,express,No
O0495,silver,CoD,1,466502,Jakarta,Desktop,6,345,express,No
O0496,gold,cod,5,446131,surabaya,DESKTOP,2,1488,express,No
O0497,Gold,COD,1,296864,,Desktop,6,1233,regular,No
O0498,Platinum,cod,2,239131,,DESKTOP,4,398,express,No
O0499,Platinum,cod,2,436401,,DESKTOP,0,749,regular,No
O0500,Gold,COD,2,434852,,Mobile,5,436,regular,No
O0501,gold,cod,5,268157,,mobile,6,1393,regular,No
O0502,Silver,COD,5,,,DESKTOP,1,260,regular,No
O0503,Gold,CoD,2,169732,,mobile,3,646,express,No
O0504,Silver,CoD,1,73420,,Desktop,0,639,express,No
O0505,gold,COD,1,190659,,Mobile,3,448,express,No
O0506,Silver,CoD,2,139100,,mobile,1,179,regular,No
O0507,Silver,COD,1,368147,,DESKTOP,0,376,express,No
O0508,Silver,cod,4,345523,,Desktop,0,1334,express,No
O0509,gold,CoD,2,173272,,Desktop,4,116,regular,No
O0510,gold,cod,2,138251,,Desktop,3,1006,regular,No
O0511,gold,cod,4,291348,,Mobile,2,1105,express,No
O0512,Silver,CoD,3,127903,,mobile,3,1243,regular,No
O0513,Gold,COD,3,61476,,mobile,2,727,express,No
O0514,silver,CoD,2,378357,,DESKTOP,0,1462,express,Yes
O0515,gold,COD,2,398770,,mobile,4,1033,regular,No
O0516,silver,COD,2,276884,,Mobile,2,471,regular,No
O0517,Platinum,COD,3,418075,,Mobile,3,1203,express,Yes
O0518,silver,cod,4,357744,,mobile,3,15,express,No
O0519,gold,COD,3,283542,,DESKTOP,4,1219,express,No
O0520,Platinum,COD,3,108901,,Mobile,0,775,regular,No
O0521,gold,COD,3,92435,,DESKTOP,2,659,regular,No
O0522,Gold,CoD,3,416837,,DESKTOP,3,778,regular,No
O0523,gold,cod,5,134764,,DESKTOP,3,1078,express,No
O0524,Silver,cod,3,,,mobile,4,725,express,No
O0525,Platinum,CoD,5,181801,,mobile,5,959,express,No
O0526,Platinum,COD,2,363573,,Desktop,5,1279,express,No
O0527,Gold,cod,5,301731,,DESKTOP,1,1454,regular,No
O0528,gold,CoD,3,439098,,Mobile,0,935,express,No
O0529,Gold,COD,5,451360,,Mobile,3,973,regular,Yes
O0530,gold,cod,2,402960,,Desktop,0,1054,regular,Yes
O0531,gold,COD,1,464563,,mobile,1,416,regular,No
O0532,silver,COD,1,419381,Jakarta,Desktop,1,477,regular,No
O0533,gold,COD,2,286315,,Mobile,5,642,express,No
O0534,gold,CoD,5,238442,,Desktop,3,1492,express,No
O0535,Gold,CoD,4,170533,,Mobile,0,14,express,No
O0536,silver,cod,2,55643,,Mobile,6,720,express,Yes
O0537,Gold,CoD,1,202244,,DESKTOP,3,812,express,No
O0538,Gold,COD,5,314613,,Mobile,3,932,express,No
O0539,gold,cod,3,105202,,Mobile,2,953,regular,No
O0540,gold,cod,4,219400,,Desktop,6,599,regular,No
O0541,gold,CoD,5,177243,,mobile,4,389,express,No
O0542,Platinum,cod,5,438333,surabaya,DESKTOP,0,53,express,No
O0543,Silver,cod,3,462858,,mobile,4,944,express,No
O0544,Gold,cod,2,166651,,mobile,5,1307,regular,Yes
O0545,Platinum,COD,3,237418,,mobile,4,252,regular,No
O0546,Platinum,cod,2,418510,,Desktop,1,963,express,Yes
O0547,Platinum,COD,5,278504,,Desktop,0,980,express,Yes
O0548,silver,CoD,3,105044,,Mobile,4,1173,regular,No
O0549,Platinum,CoD,3,311474,,DESKTOP,2,786,regular,No
O0550,Silver,COD,1,104830,,mobile,6,694,express,No
O0551,Platinum,COD,5,340326,,Mobile,5,217,regular,No
O0552,Silver,COD,3,71326,,DESKTOP,4,821,regular,No
O0553,gold,CoD,1,184084,,Desktop,4,257,regular,No
O0554,silver,CoD,3,139380,,Desktop,5,1349,regular,No
O0555,gold,COD,1,270510,,mobile,3,557,express,No
O0556,silver,COD,4,342358,,DESKTOP,6,190,regular,No
O0557,silver,COD,4,185000,,Desktop,1,675,express,No
O0558,Platinum,COD,4,237536,,mobile,0,417,express,No
O0559,silver,cod,2,395366,Bandung,DESKTOP,2,591,regular,No
O0560,gold,COD,4,322566,Jakarta,Desktop,4,1065,regular,No
O0561,Gold,CoD,2,182328,,Mobile,3,239,regular,No
O0562,silver,cod,5,181801,Medan,DESKTOP,6,551,express,No
O0563,Platinum,CoD,5,295929,,mobile,0,1003,express,No
O0564,silver,COD,1,276636,,Mobile,5,1154,regular,Yes
O0565,Silver,COD,2,479647,,mobile,6,1302,regular,No
O0566,Platinum,cod,5,60314,bandung,Mobile,4,716,express,No
O0567,silver,cod,3,441868,,Desktop,3,690,express,Yes
O0568,Platinum,CoD,4,164341,,mobile,6,1496,regular,No
O0569,gold,cod,1,267948,,DESKTOP,0,851,express,No
O0570,Platinum,cod,4,313847,,DESKTOP,,663,regular,No
O0571,Silver,cod,1,423572,,mobile,4,253,regular,No
O0572,Platinum,COD,4,314923,,Mobile,3,721,regular,No
O0573,Gold,COD,5,137832,,DESKTOP,3,1256,regular,No
O0574,Gold,CoD,2,92854,Bandung,Mobile,3,1041,express,No
O0575,Platinum,CoD,2,92435,,Desktop,1,22,express,Yes
O0576,Gold,COD,3,63074,,DESKTOP,4,1049,regular,No
O0577,gold,CoD,2,264484,,mobile,3,506,express,No
O0578,Silver,COD,4,207660,,mobile,5,774,regular,No
O0579,Platinum,CoD,1,149346,,Desktop,6,1217,regular,No
O0580,Gold,CoD,2,66398,,Mobile,2,578,express,No
O0581,gold,CoD,1,110936,,mobile,2,1186,regular,No
O0582,gold,CoD,1,237545,,Mobile,4,842,regular,No
O0583,silver,cod,1,108843,,Desktop,6,316,express,Yes
O0584,Platinum,CoD,3,228813,,mobile,4,1055,express,No
O0585,silver,COD,4,152729,,mobile,3,1471,express,No
O0586,silver,COD,3,53158,,Desktop,1,1167,regular,No
O0587,gold,cod,3,474504,,DESKTOP,2,128,express,No
O0588,silver,COD,3,268450,jakarta,mobile,6,857,regular,No
O0589,gold,COD,5,166502,,mobile,4,254,express,No
O0590,Silver,COD,5,477512,,Mobile,3,378,regular,No
O0591,silver,CoD,3,298401,,Mobile,2,336,regular,No
O0592,Silver,COD,1,357842,,Desktop,3,1201,regular,No
O0593,gold,COD,4,407067,,mobile,1,868,express,Yes
O0594,Platinum,cod,2,108395,,Mobile,0,1112,express,No
O0595,Gold,CoD,3,272942,,Desktop,1,720,regular,No
O0596,Silver,CoD,2,290616,surabaya,DESKTOP,0,1462,regular,Yes
O0597,gold,CoD,5,356675,,DESKTOP,6,1368,regular,No
O0598,Gold,cod,1,87510,,mobile,3,55,regular,Yes
O0599,Gold,cod,1,318427,,mobile,3,1226,regular,No
O0600,gold,COD,2,441090,,Desktop,4,569,express,No
O0601,gold,CoD,2,212472,,DESKTOP,6,1232,express,No
O0602,Gold,COD,1,461857,,mobile,6,332,express,No
O0603,gold,COD,3,,,DESKTOP,2,858,express,No
O0604,Platinum,CoD,3,257100,,Mobile,1,742,regular,No
O0605,silver,cod,3,404814,,Mobile,6,716,regular,No
O0606,silver,CoD,5,206237,,DESKTOP,5,904,express,Yes
O0607,gold,cod,4,365427,,mobile,6,382,express,No
O0608,Gold,COD,3,,jakarta,Mobile,6,1299,regular,No
O0609,Gold,cod,2,336853,Medan,mobile,2,1483,express,No
O0610,gold,CoD,5,487025,,Mobile,4,149,express,No
O0611,silver,cod,4,480688,,DESKTOP,4,251,regular,No
O0612,Platinum,COD,4,145274,,DESKTOP,4,872,regular,No
O0613,Platinum,CoD,4,457378,,Desktop,1,679,express,Yes
O0614,gold,COD,3,161826,,Mobile,5,831,express,Yes
O0615,Gold,cod,5,338397,,Desktop,3,1139,express,No
O0616,silver,CoD,5,369285,,mobile,4,513,regular,No
O0617,silver,CoD,3,470537,,Desktop,5,284,express,No
O0618,Platinum,cod,2,194576,,mobile,6,753,express,Yes
O0619,gold,CoD,4,77102,Jakarta,Desktop,0,778,regular,No
O0620,silver,COD,1,457118,,Mobile,1,1406,express,Yes
O0621,Silver,COD,3,85455,,Desktop,3,1432,express,No
O0622,silver,cod,2,422557,,Mobile,4,1078,regular,No
O0623,silver,cod,2,316533,,DESKTOP,3,356,regular,No
O0624,Silver,CoD,5,133595,,DESKTOP,0,1312,regular,Yes
O0625,Silver,CoD,5,65745,,mobile,4,1199,express,No
O0626,Silver,COD,1,161639,,Desktop,4,579,express,No
O0627,Gold,cod,3,145636,,Desktop,6,162,express,No
O0628,silver,CoD,3,230805,,Mobile,6,1179,express,No
O0629,gold,cod,4,497235,,DESKTOP,0,1411,regular,No
O0630,gold,COD,3,134579,,Desktop,1,616,express,No
O0631,Platinum,COD,3,403669,,Desktop,6,1129,regular,No
O0632,Platinum,COD,1,,,Mobile,6,491,express,Yes
O0633,gold,CoD,3,150059,Bandung,Desktop,6,247,regular,No
O0634,Gold,COD,2,408035,,Desktop,5,720,regular,No
O0635,silver,CoD,4,,,DESKTOP,4,1171,regular,Yes
O0636,Gold,COD,3,130002,,Mobile,5,385,express,No
O0637,Platinum,COD,4,323766,,DESKTOP,1,416,express,Yes
O0638,silver,COD,2,230699,,Mobile,5,204,regular,No
O0639,Platinum,COD,3,286593,,mobile,1,1052,regular,No
O0640,Platinum,COD,4,91357,,mobile,6,928,regular,No
O0641,Silver,COD,5,,,Mobile,5,1294,regular,Yes
O0642,Silver,COD,2,325612,,Mobile,6,1137,express,No
O0643,Platinum,cod,3,396551,,Mobile,2,561,express,No
O0644,gold,CoD,1,475808,,mobile,,217,express,No
O0645,gold,CoD,5,261147,,DESKTOP,6,1046,regular,No
O0646,silver,COD,2,,,DESKTOP,2,433,regular,No
O0647,Silver,COD,2,494759,Bandung,DESKTOP,3,1208,regular,No
O0648,Gold,CoD,4,233506,,mobile,1,147,express,No
O0649,Gold,cod,5,368170,,Mobile,6,558,regular,Yes
O0650,Gold,cod,3,370644,,Mobile,3,977,regular,No
O0651,Platinum,cod,5,71663,,DESKTOP,3,1291,regular,No
O0652,Platinum,CoD,3,187379,,mobile,4,1313,regular,No
O0653,Silver,CoD,4,402960,,DESKTOP,5,1239,express,No
O0654,gold,COD,2,469059,,Mobile,6,481,regular,No
O0655,gold,COD,2,148113,Surabaya,DESKTOP,1,317,express,No
O0656,silver,cod,5,333737,,DESKTOP,6,445,express,No
O0657,gold,CoD,3,103797,,Mobile,6,1394,express,No
O0658,Platinum,cod,2,147091,,DESKTOP,0,924,express,No
O0659,Gold,cod,5,179243,Jakarta,mobile,5,1365,express,No
O0660,Platinum,cod,1,133433,,Mobile,4,380,regular,No
O0661,gold,CoD,5,67482,,mobile,6,1101,regular,No
O0662,silver,COD,4,457146,,mobile,6,326,regular,No
O0663,Platinum,CoD,3,267948,,Desktop,6,1270,regular,No
O0664,silver,CoD,1,202244,,Desktop,4,266,regular,No
O0665,Silver,CoD,2,414082,,Desktop,0,589,express,No
O0666,Silver,cod,4,167151,,Mobile,3,1051,express,Yes
O0667,gold,cod,1,309411,,mobile,2,1069,express,No
O0668,Silver,CoD,2,217650,Jakarta,mobile,0,959,regular,No
O0669,Platinum,cod,1,174236,,Mobile,4,1076,regular,No
O0670,Platinum,cod,1,58274,,Mobile,3,1309,regular,Yes
O0671,Gold,COD,1,52478,,mobile,6,89,regular,No
O0672,Silver,cod,1,180790,,Desktop,3,511,express,No
O0673,silver,COD,4,51140,,Desktop,1,368,regular,No
O0674,Gold,cod,1,102362,,DESKTOP,0,276,regular,Yes
O0675,Silver,cod,2,134865,,Desktop,5,1475,regular,No
O0676,Platinum,cod,5,182699,,Mobile,5,776,express,No
O0677,Gold,COD,5,134484,,Mobile,2,638,regular,No
O0678,silver,cod,1,314956,,Mobile,6,1356,regular,Yes
O0679,Gold,cod,5,481290,,Desktop,6,1144,express,No
O0680,Silver,COD,4,159223,,Mobile,,665,express,Yes
O0681,gold,cod,5,369379,surabaya,mobile,2,1184,express,No
O0682,gold,COD,4,416184,,Desktop,3,167,regular,No
O0683,Silver,CoD,3,129398,,Desktop,2,513,express,Yes
O0684,Silver,cod,1,305141,,Desktop,2,1217,express,No
O0685,silver,cod,4,113131,,Mobile,6,940,express,No
O0686,Gold,CoD,4,60358,,Desktop,3,1191,regular,Yes
O0687,Silver,COD,5,350264,,Desktop,4,1021,express,No
O0688,Platinum,cod,3,276884,,mobile,6,1331,regular,No
O0689,Platinum,cod,4,222427,,Desktop,6,191,express,No
O0690,Gold,cod,4,181923,,Mobile,1,371,express,Yes
O0691,silver,cod,5,190659,,Mobile,0,1152,regular,No
O0692,Gold,CoD,3,447799,,DESKTOP,,1251,regular,No
O0693,gold,COD,1,255943,,DESKTOP,3,39,express,No
O0694,Platinum,COD,3,208374,Surabaya,Desktop,1,384,regular,No
O0695,Platinum,CoD,3,218500,,mobile,6,1410,express,No
O0696,Silver,COD,1,454234,,Desktop,4,488,regular,No
O0697,silver,CoD,5,,,mobile,3,1044,express,No
O0698,Platinum,COD,2,402117,,Desktop,6,396,regular,No
O0699,gold,COD,1,468784,,Mobile,5,675,express,No
O0700,silver,COD,5,339878,,mobile,1,1410,regular,No
O0701,Silver,COD,4,70737,,DESKTOP,6,1185,express,No
O0702,gold,CoD,1,237554,,Desktop,0,831,regular,No
O0703,gold,COD,3,200830,,mobile,0,674,regular,No
O0704,Gold,CoD,3,432251,,mobile,4,562,regular,No
O0705,Gold,CoD,3,446936,,mobile,4,1356,express,Yes
O0706,Platinum,cod,2,114662,,DESKTOP,4,1130,express,Yes
O0707,Silver,CoD,4,370990,,Desktop,5,499,express,No
O0708,Silver,CoD,1,58274,,DESKTOP,4,778,express,No
O0709,Silver,cod,4,450085,,DESKTOP,4,584,regular,No
O0710,Platinum,cod,2,353404,Bandung,DESKTOP,3,520,regular,No
O0711,Gold,CoD,4,166518,,Desktop,3,822,express,No
O0712,Silver,CoD,3,94080,,mobile,2,1385,express,No
O0713,Platinum,cod,3,397860,,DESKTOP,6,229,regular,No
O0714,Silver,cod,2,88829,,mobile,4,217,regular,No
O0715,Silver,COD,1,395366,,Desktop,4,347,regular,No
O0716,Gold,CoD,5,277992,,DESKTOP,5,79,express,No
O0717,silver,CoD,5,251652,,Desktop,0,1292,express,No
O0718,Platinum,COD,3,94028,,mobile,2,1448,express,No
O0719,gold,cod,2,126422,,mobile,3,1103,express,No
O0720,Platinum,cod,3,163301,,Desktop,6,1394,regular,No
O0721,Gold,CoD,1,232973,,Mobile,3,55,express,No
O0722,gold,cod,1,437191,,Desktop,0,225,regular,No
O0723,silver,COD,3,,,Desktop,3,545,express,No
O0724,gold,COD,1,375069,,Mobile,6,615,regular,No
O0725,gold,COD,2,303627,,DESKTOP,0,1196,regular,No
O0726,Platinum,cod,2,303636,,Mobile,3,1319,regular,No
O0727,gold,COD,4,124676,,Mobile,5,1422,regular,No
O0728,gold,COD,4,173875,,Mobile,4,562,express,No
O0729,Platinum,CoD,3,447747,,Desktop,6,582,regular,No
O0730,silver,cod,2,392121,,Mobile,5,444,regular,No
O0731,silver,CoD,1,106814,,mobile,5,1437,express,Yes
O0732,gold,CoD,1,495038,,Mobile,6,1195,express,No
O0733,Platinum,COD,3,82706,,Desktop,6,1489,express,Yes
O0734,gold,cod,1,,,mobile,2,223,regular,No
O0735,silver,COD,5,65755,,mobile,4,1158,express,No
O0736,Platinum,cod,1,166664,Bandung,Mobile,1,1086,express,No
O0737,Gold,CoD,5,56030,,Desktop,2,163,regular,No
O0738,silver,CoD,1,409226,,Mobile,6,68,express,No
O0739,Platinum,cod,5,62486,,mobile,4,201,express,No
O0740,gold,CoD,4,315677,,Desktop,6,1355,express,No
O0741,Silver,COD,5,,,Mobile,0,960,express,No
O0742,silver,CoD,2,293101,,DESKTOP,,502,express,No
O0743,gold,cod,2,277016,,mobile,3,1268,regular,No
O0744,Gold,CoD,2,318043,,mobile,6,555,express,No
O0745,gold,COD,3,231796,jakarta,DESKTOP,3,979,regular,No
O0746,Silver,COD,1,127773,,mobile,0,565,regular,No
O0747,gold,cod,3,118480,,Desktop,6,546,express,No
O0748,Gold,COD,3,463528,,Mobile,0,1011,regular,No
O0749,Platinum,CoD,3,209320,,Mobile,6,500,express,No
O0750,gold,CoD,2,102194,,DESKTOP,5,1178,regular,No
O0751,gold,COD,2,224605,,DESKTOP,5,949,regular,No
O0752,Silver,CoD,1,492177,,mobile,0,1485,regular,No
O0753,Platinum,cod,5,138834,,Desktop,4,1031,express,No
O0754,gold,cod,4,,,mobile,,1067,regular,No
O0755,silver,COD,2,146507,,Desktop,5,681,express,No
O0756,silver,CoD,4,441378,,Desktop,3,1275,regular,No
O0757,Platinum,CoD,2,168673,,DESKTOP,1,844,regular,No
O0758,Platinum,cod,3,162623,,DESKTOP,5,1137,regular,No
O0759,Silver,cod,1,416642,,DESKTOP,6,652,regular,No
O0760,Silver,CoD,1,368235,,Mobile,2,259,regular,No
O0761,Platinum,cod,4,294218,,Mobile,1,160,express,No
O0762,gold,CoD,1,369325,,mobile,4,735,regular,No
O0763,Gold,COD,5,180752,,Desktop,4,542,express,No
O0764,Gold,COD,5,488983,,Mobile,0,1490,express,No
O0765,Gold,CoD,4,345819,,Desktop,0,643,express,No
O0766,gold,cod,3,244962,,mobile,3,612,express,No
O0767,Gold,COD,1,449591,,mobile,0,334,regular,No
O0768,silver,cod,5,145274,,Desktop,4,1380,regular,No
O0769,silver,CoD,3,50727,,mobile,4,34,express,No
O0770,Platinum,CoD,4,,,Desktop,,1142,express,No
O0771,Platinum,cod,5,111482,,Desktop,5,697,regular,No
O0772,gold,CoD,4,329287,,Mobile,0,703,express,No
O0773,gold,cod,3,,Bandung,Mobile,5,1267,regular,No
O0774,gold,cod,1,428869,,mobile,5,1148,express,No
O0775,gold,CoD,1,460678,,mobile,2,1105,regular,No
O0776,Platinum,COD,5,478779,,Mobile,6,594,express,No
O0777,gold,cod,1,58274,,mobile,0,671,regular,No
O0778,silver,COD,2,368899,,Desktop,1,1065,express,No
O0779,gold,cod,5,339878,,Mobile,0,422,regular,No
O0780,Silver,CoD,5,,,Mobile,4,1024,express,No
O0781,Gold,COD,2,265564,,DESKTOP,5,418,express,No
O0782,Gold,COD,3,225213,,mobile,1,804,regular,No
O0783,Platinum,CoD,4,92654,,Mobile,0,181,regular,No
O0784,Platinum,CoD,3,248682,,mobile,5,1109,regular,No
O0785,Platinum,COD,1,324956,Jakarta,DESKTOP,0,1413,regular,No
O0786,silver,CoD,4,357519,Bandung,DESKTOP,,535,regular,No
O0787,Platinum,cod,5,146507,,mobile,0,458,regular,No
O0788,Silver,COD,2,92373,,Mobile,5,275,express,No
O0789,Silver,cod,3,291626,,Mobile,2,33,express,No
O0790,Gold,CoD,3,430549,,DESKTOP,0,997,express,No
O0791,Gold,cod,3,119654,,Desktop,3,182,regular,No
O0792,gold,COD,5,468394,,Mobile,6,316,regular,No
O0793,Platinum,CoD,3,114621,,Mobile,0,447,express,No
O0794,Silver,CoD,4,428806,,Desktop,5,451,express,No
O0795,silver,COD,5,487140,Surabaya,mobile,5,1315,express,No
O0796,Silver,cod,5,261084,,DESKTOP,4,445,express,No
O0797,Platinum,CoD,4,217172,,DESKTOP,6,614,regular,No
O0798,gold,cod,4,424235,,DESKTOP,6,954,regular,No
O0799,Platinum,COD,4,460678,,mobile,4,975,express,No
O0800,gold,CoD,1,133595,,DESKTOP,2,237,express,No
O0801,Silver,COD,2,419501,,mobile,4,593,regular,No
O0802,silver,COD,2,160485,,mobile,4,502,regular,Yes
O0803,Silver,CoD,5,424367,,Desktop,6,1096,regular,No
O0804,silver,COD,4,171099,,mobile,0,1470,regular,No
O0805,Platinum,cod,3,387567,,Mobile,6,502,express,No
O0806,Gold,cod,1,296630,,mobile,1,643,regular,No
O0807,Silver,COD,1,269153,,Desktop,3,1147,express,No
O0808,Platinum,CoD,3,154561,,Desktop,5,423,regular,No
O0809,silver,COD,5,483693,,DESKTOP,4,400,regular,No
O0810,Gold,cod,4,145594,,Mobile,,862,express,No
O0811,Gold,cod,3,392085,,mobile,3,1474,regular,Yes
O0812,Platinum,cod,4,271122,Medan,DESKTOP,1,704,express,No
O0813,Platinum,COD,2,163301,,Desktop,2,885,express,No
O0814,gold,COD,2,263287,,Desktop,5,148,regular,No
O0815,Silver,CoD,2,162623,,DESKTOP,6,241,express,No
O0816,Platinum,COD,3,60314,,Desktop,0,857,express,Yes
O0817,Silver,cod,5,173260,,DESKTOP,6,173,regular,Yes
O0818,gold,COD,3,286060,,Mobile,2,587,express,No
O0819,Gold,cod,1,386185,,DESKTOP,4,355,regular,No
O0820,Gold,CoD,3,470542,,mobile,4,1055,express,No
O0821,Gold,COD,2,486048,,Desktop,5,722,regular,No
O0822,Platinum,CoD,4,273847,,Mobile,3,842,express,Yes
O0823,gold,COD,4,402337,,mobile,0,703,express,No
O0824,Gold,COD,2,300066,,mobile,0,728,regular,No
O0825,silver,cod,5,219214,,Mobile,3,1237,express,No
O0826,silver,COD,5,345078,,DESKTOP,2,1313,regular,Yes
O0827,Gold,cod,3,88697,,DESKTOP,5,35,regular,No
O0828,Platinum,cod,3,347073,,Mobile,3,1193,regular,No
O0829,Gold,CoD,3,383082,,Desktop,1,1037,express,No
O0830,gold,COD,2,161062,,DESKTOP,4,212,regular,No
O0831,Platinum,COD,1,129014,,Mobile,4,1307,regular,No
O0832,Silver,CoD,4,267783,,Desktop,2,1311,regular,No
O0833,gold,cod,5,378128,,DESKTOP,0,1070,regular,No
O0834,gold,CoD,3,410812,,DESKTOP,4,101,express,No
O0835,Platinum,COD,2,391961,,mobile,6,618,regular,No
O0836,Silver,cod,5,440862,surabaya,mobile,1,577,regular,No
O0837,gold,COD,1,203965,,Desktop,,718,express,No
O0838,Platinum,COD,4,469099,,Mobile,6,81,regular,No
O0839,Gold,COD,2,400288,,Mobile,3,185,express,No
O0840,Silver,cod,5,68604,,mobile,3,1288,regular,No
O0841,silver,COD,1,353245,,DESKTOP,1,21,express,No
O0842,Silver,COD,2,283542,,mobile,3,1415,regular,Yes
O0843,Gold,COD,3,294899,,Desktop,3,720,regular,No
O0844,silver,COD,5,75894,,mobile,2,1448,express,No
O0845,gold,CoD,1,333737,,mobile,4,100,express,No
O0846,silver,cod,4,424491,,DESKTOP,2,809,regular,No
O0847,Silver,CoD,5,498252,,DESKTOP,,609,regular,No
O0848,gold,CoD,3,101899,Bandung,Mobile,2,778,express,No
O0849,silver,cod,3,59008,,Mobile,2,1260,express,No
O0850,Silver,CoD,5,420386,,DESKTOP,2,940,express,No
O0851,silver,CoD,2,434434,,Desktop,2,222,regular,No
O0852,gold,CoD,1,,,DESKTOP,5,997,express,No
O0853,gold,COD,2,402337,,DESKTOP,1,1463,express,No
O0854,gold,CoD,2,136642,bandung,DESKTOP,2,957,regular,Yes
O0855,silver,cod,3,448621,,Desktop,1,283,regular,No
O0856,Gold,CoD,5,460601,,DESKTOP,4,1260,express,No
O0857,Gold,CoD,5,138834,,DESKTOP,1,16,express,No
O0858,gold,COD,4,287985,,Desktop,5,461,express,No
O0859,Silver,cod,3,,,Desktop,4,785,regular,Yes
O0860,Platinum,CoD,5,205725,,Mobile,0,1337,regular,No
O0861,gold,COD,3,297548,,Mobile,5,212,express,No
O0862,silver,cod,2,474504,,mobile,6,570,regular,No
O0863,Silver,CoD,5,248705,,Desktop,5,15,regular,No
O0864,silver,cod,2,95525,,mobile,6,1065,express,No
O0865,Gold,COD,2,365689,,Desktop,6,770,regular,No
O0866,Platinum,cod,4,156491,,Mobile,2,1117,express,No
O0867,gold,cod,2,498645,,DESKTOP,2,211,regular,No
O0868,gold,CoD,3,320867,,mobile,0,221,regular,No
O0869,silver,COD,4,491690,,Desktop,2,155,regular,No
O0870,Silver,COD,2,,,mobile,1,160,express,No
O0871,gold,COD,3,277762,,Mobile,4,309,express,No
O0872,gold,cod,2,322566,,mobile,0,1410,regular,No
O0873,Silver,CoD,3,120767,,mobile,2,1212,express,No
O0874,Gold,cod,4,236667,,DESKTOP,1,117,regular,No
O0875,Gold,COD,5,,,mobile,6,971,regular,No
O0876,silver,CoD,2,341793,,mobile,3,1123,express,No
O0877,silver,cod,4,233070,,Mobile,0,48,express,No
O0878,Platinum,COD,1,244731,,Desktop,,187,express,No
O0879,Gold,CoD,2,396551,,DESKTOP,0,344,regular,No
O0880,gold,COD,5,195362,,Desktop,5,558,regular,No
O0881,silver,COD,2,296491,,mobile,3,406,express,No
O0882,Gold,cod,2,63042,,mobile,4,112,express,No
O0883,Platinum,COD,4,159223,,DESKTOP,2,554,express,No
O0884,Gold,cod,5,65406,,Desktop,3,1498,regular,No
