customer_id,subscription_plan,age,avg_watch_time,monthly_app_opens,device_type,region,past_complaints,months_subscribed,total_transactions,customer_lifetime_value
C0477,Basic,21,184,85,desktop,,4,30,9,1696594
C0478,basic,21,156,79,MOBILE,,3,4,6,1157536
C0479,Basic,41,85,117,desktop,,1,17,9,329714
C0480,Basic,31,182,11,desktop,,2,14,8,1023309
C0481,Basic,33,22,3,mobile,,0,16,0,674938
C0482,Premium,30,75,14,Mobile,,0,13,1,390435
C0483,Standard,35,51,2,Mobile,,4,35,2,303019
C0484,Basic,22,76,130,Mobile,,3,2,8,1108908
C0485,Basic,50,193,75,Mobile,,4,26,6,1773329
C0486,standard,21,129,58,MOBILE,,4,2,2,863226
C0487,premium,34,186,129,Mobile,,2,27,4,988472
C0488,standard,22,69,51,Desktop,,1,13,4,1112798
C0489,Premium,25,107,35,MOBILE,,5,8,5,525460
C0490,Basic,26,128,62,MOBILE,,3,34,11,1717177
C0491,Premium,27,147,123,mobile,,3,18,10,1308989
C0492,basic,46,138,3,Desktop,,2,5,8,453380
C0493,Standard,20,85,80,mobile,,5,31,2,1638079
C0494,Basic,39,38,55,MOBILE,,2,18,6,988748
C0495,Basic,28,37,29,Desktop,,2,15,7,855454
C0496,standard,44,66,28,desktop,,5,21,11,1661522
C0497,standard,42,29,135,desktop,,3,15,6,1368251
C0498,Standard,25,97,61,Mobile,,4,35,9,832025
C0499,Premium,47,65,37,MOBILE,,4,12,10,1187955
C0500,standard,21,100,92,MOBILE,,3,27,10,1477586
C0501,premium,42,194,4,mobile,,0,22,7,867659
C0502,Premium,37,149,148,MOBILE,,1,19,0,1838382
C0503,basic,19,196,80,Mobile,,2,27,3,1592606
C0504,premium,20,58,72,Desktop,,3,19,10,664337
C0505,standard,50,97,54,desktop,,1,26,0,525468
C0506,Premium,27,101,85,mobile,,1,10,4,817186
C0507,Standard,28,185,85,Mobile,,3,20,3,1424606
C0508,basic,39,137,11,Mobile,,5,21,2,894984
C0509,Standard,48,38,70,MOBILE,,0,10,3,1054051
C0510,Basic,56,89,10,mobile,,1,23,0,1029354
C0511,basic,48,194,81,desktop,,4,7,1,969405
C0512,basic,25,55,99,Desktop,,5,23,1,666867
C0513,premium,33,126,91,mobile,,1,33,1,483359
C0514,Premium,34,17,127,Mobile,,2,15,9,1600128
C0515,Standard,24,54,109,desktop,,4,10,4,2093220
C0516,premium,48,77,68,Desktop,,4,32,0,488027
C0517,premium,19,23,124,MOBILE,,0,22,8,1542005
C0518,standard,47,189,59,desktop,,0,5,7,1622970
C0519,premium,20,100,84,MOBILE,,1,16,8,1452772
C0520,standard,22,176,70,desktop,,1,21,8,277511
C0521,Premium,31,,26,desktop,,3,25,9,543941
C0522,Basic,45,44,50,Mobile,,5,24,6,1304055
C0523,Basic,27,181,34,Desktop,,5,10,5,1360246
C0524,basic,27,157,59,mobile,,4,20,1,117790
C0525,premium,50,96,105,desktop,,0,30,6,1635409
C0526,Basic,41,189,77,mobile,,1,2,6,376877
C0527,basic,55,65,86,desktop,,4,20,9,758676
C0528,Standard,26,80,126,mobile,,0,5,1,1338754
C0529,standard,21,64,141,Desktop,,3,3,2,880897
C0530,basic,36,137,23,Desktop,,1,18,2,1674210
C0531,standard,28,196,87,mobile,,0,14,5,1697196
C0532,Standard,34,192,98,Mobile,,1,13,5,1421790
C0533,Premium,21,50,126,MOBILE,,1,31,10,1383932
C0534,Premium,18,54,13,MOBILE,,1,13,11,761822
C0535,Premium,47,174,54,desktop,,4,33,1,1801144
C0536,Basic,33,101,94,Mobile,,2,7,1,373513
C0537,Premium,35,162,135,mobile,,0,16,11,137246
C0538,basic,39,,143,Desktop,,0,16,8,1722929
C0539,Standard,35,31,71,desktop,,4,27,5,1403716
C0540,premium,53,39,37,mobile,,3,32,5,248007
C0541,Premium,53,98,31,Desktop,,1,28,10,416705
C0542,premium,23,152,149,mobile,,1,12,5,2162118
C0543,premium,43,21,116,desktop,,4,7,2,1873961
C0544,basic,55,67,20,MOBILE,,1,6,9,1236975
C0545,Basic,22,,40,Mobile,,4,27,11,1370625
C0546,basic,21,136,83,mobile,,0,27,4,571856
C0547,premium,46,133,44,Mobile,,5,2,7,1732369
C0548,premium,21,,125,Mobile,,3,12,9,1043894
C0549,Basic,56,172,68,mobile,,1,13,11,2062199
C0550,premium,22,33,29,desktop,,5,33,3,-29066
C0551,premium,20,97,76,Mobile,,0,9,8,296237
C0552,Basic,43,85,53,Mobile,,5,34,8,1369640
C0553,standard,59,61,43,Mobile,,1,23,7,1106529
C0554,Premium,40,19,19,mobile,,0,15,11,1768222
C0555,Basic,31,115,114,desktop,,3,17,6,243259
C0556,premium,58,59,54,MOBILE,,3,10,6,93700
C0557,basic,25,77,64,desktop,,5,1,3,1481902
C0558,basic,49,55,33,Mobile,,2,28,11,1039974
C0559,standard,22,111,63,MOBILE,,4,13,10,1450875
C0560,premium,19,89,57,mobile,,3,16,10,828882
C0561,premium,30,100,131,mobile,,3,3,3,1556647
C0562,Standard,33,34,5,desktop,,3,18,2,1733477
C0563,Basic,22,115,142,Desktop,,2,29,5,-50643
C0564,Basic,43,125,25,mobile,,3,18,0,428184
C0565,standard,18,143,68,MOBILE,,0,1,3,1125870
C0566,Basic,41,172,128,desktop,,3,16,7,1387305
C0567,Premium,18,12,59,Desktop,,1,29,2,1169787
C0568,Basic,47,141,16,Desktop,,3,26,2,1617679
C0569,Basic,28,,56,MOBILE,,0,35,11,711217
C0570,standard,24,144,78,desktop,,1,1,3,951162
C0571,standard,44,11,77,Mobile,,2,5,5,1586160
C0572,premium,33,157,104,mobile,,0,30,5,815861
C0573,basic,56,186,67,mobile,,1,10,2,1198345
C0574,Standard,43,37,110,Mobile,,0,2,2,719148
C0575,basic,57,157,71,Mobile,Medan,0,10,6,1552360
C0576,premium,48,30,5,Mobile,,4,19,3,855530
C0577,basic,45,39,40,Mobile,,1,24,2,1715658
C0578,standard,25,10,121,desktop,,3,10,10,110085
C0579,Standard,24,174,118,mobile,,4,19,4,648743
C0580,Premium,46,123,148,Mobile,,5,14,5,839147
C0581,Standard,38,,60,MOBILE,,1,9,6,1640572
C0582,Standard,58,25,18,desktop,,4,24,6,846631
C0583,basic,54,13,56,Mobile,,2,29,5,1670275
C0584,Standard,51,137,99,MOBILE,,0,15,6,1792033
C0585,standard,41,133,30,Desktop,,2,6,8,687364
C0586,Standard,50,161,18,mobile,,4,6,11,810831
C0587,premium,52,129,52,mobile,,4,28,10,2020648
C0588,premium,29,80,133,Desktop,,4,34,9,371980
C0589,premium,36,39,10,desktop,,5,15,4,1947563
C0590,basic,38,164,136,Desktop,,1,11,8,246760
C0591,standard,20,140,53,desktop,,0,23,6,1517749
C0592,standard,55,75,24,MOBILE,,2,9,1,1621935
C0593,Basic,25,13,23,mobile,,4,11,5,1860671
C0594,basic,40,,42,Mobile,,5,28,5,233700
C0595,Basic,47,125,84,Desktop,,4,25,6,1346560
C0596,Standard,26,145,32,MOBILE,,1,12,6,568023
C0597,basic,44,159,125,desktop,,0,21,6,1319874
C0598,basic,57,93,105,Desktop,,2,7,9,1198837
C0599,basic,30,120,54,desktop,,5,25,7,1852443
C0600,Standard,51,187,24,Desktop,bandung,3,10,2,2133982
C0601,standard,34,101,121,Desktop,,5,16,2,362361
C0602,standard,35,40,93,mobile,,1,31,8,1729150
C0603,standard,20,96,17,Mobile,,1,28,1,289382
C0604,Basic,45,95,41,MOBILE,,5,30,1,265504
C0605,standard,29,141,55,desktop,Bandung,0,35,10,833482
C0606,Premium,33,14,43,MOBILE,,5,35,6,1824356
C0607,standard,19,105,68,Desktop,,5,7,7,674655
C0608,standard,43,74,95,Desktop,,0,21,6,1778788
C0609,basic,34,67,75,MOBILE,,5,22,1,1003861
C0610,basic,42,155,61,Desktop,,0,32,11,814918
C0611,Standard,45,96,8,MOBILE,,2,29,2,599238
C0612,Standard,42,183,134,mobile,,4,10,11,1971090
C0613,premium,22,39,136,MOBILE,,5,20,5,607182
C0614,Premium,47,51,115,mobile,,2,19,7,1079149
C0615,Standard,31,190,29,Mobile,,5,30,0,338214
C0616,Basic,26,17,4,Desktop,,0,5,8,1225528
C0617,Basic,49,,6,Desktop,,5,25,3,1628984
C0618,Standard,39,180,104,MOBILE,,0,5,11,505908
C0619,Premium,44,107,149,Mobile,,4,25,11,82964
C0620,basic,41,118,132,desktop,,5,3,11,1670028
C0621,basic,19,22,97,Desktop,,0,30,2,423387
C0622,standard,39,,95,Desktop,,4,27,2,68198
C0623,Premium,27,161,99,MOBILE,,1,14,1,-15319
C0624,standard,22,34,127,Mobile,,3,21,11,1258975
C0625,Premium,19,178,10,MOBILE,,2,10,6,573515
C0626,basic,54,170,146,Mobile,,2,8,7,725173
C0627,Basic,25,39,81,MOBILE,,0,33,5,678748
C0628,Premium,31,76,59,MOBILE,,3,7,11,1689689
C0629,standard,38,195,95,mobile,,3,14,4,1560312
C0630,standard,40,153,128,mobile,Bandung,5,28,7,394968
C0631,Premium,56,186,100,mobile,,0,13,10,672026
C0632,Basic,37,76,14,MOBILE,,4,29,4,1116158
C0633,Basic,56,133,24,mobile,,2,17,8,175040
C0634,standard,27,179,28,Desktop,Surabaya,3,6,4,671803
C0635,Basic,24,165,24,Mobile,,5,34,6,1694855
C0636,Basic,23,130,15,Mobile,,0,35,2,1873483
C0637,basic,38,71,61,Desktop,,2,20,5,1316321
C0638,premium,32,175,3,Desktop,,4,33,0,1309100
C0639,basic,21,62,78,desktop,,0,4,8,522297
C0640,premium,29,11,10,Desktop,,5,15,1,306528
C0641,Basic,26,16,54,Mobile,,4,34,10,-94925
C0642,Standard,39,168,124,mobile,Medan,4,16,10,1350377
C0643,Basic,51,149,3,Desktop,,2,25,6,325219
C0644,standard,30,18,39,desktop,,1,8,1,228047
C0645,basic,24,102,39,Mobile,,5,12,2,430650
C0646,Premium,55,68,114,MOBILE,Surabaya,4,19,11,390704
C0647,basic,29,59,48,Mobile,,1,8,3,1220069
C0648,Premium,55,53,69,Desktop,,1,14,5,1089586
C0649,Standard,41,143,10,Mobile,,4,11,11,1197216
C0650,Basic,37,85,124,MOBILE,,5,26,0,1844913
C0651,premium,40,58,119,Desktop,Medan,3,19,6,764117
C0652,Premium,58,125,4,MOBILE,,3,16,6,1303090
C0653,Premium,47,68,2,MOBILE,,4,5,2,544427
C0654,standard,19,123,125,MOBILE,,3,9,2,1586559
C0655,premium,37,13,47,mobile,,0,4,3,1592555
C0656,basic,52,191,53,mobile,,5,34,3,776113
C0657,standard,24,78,84,desktop,,5,24,10,1553794
C0658,Premium,56,98,112,mobile,,0,6,6,1011731
C0659,Standard,28,107,96,Desktop,,1,18,5,1204392
C0660,Basic,55,31,67,desktop,,5,27,3,1612680
C0661,standard,23,115,133,MOBILE,,1,26,9,1782662
C0662,Premium,26,155,130,Mobile,,1,13,8,422322
C0663,Standard,21,,47,Mobile,,0,30,6,482417
C0664,Basic,52,199,145,Mobile,,3,3,10,1410206
C0665,Basic,59,157,97,Desktop,,5,8,3,922881
C0666,standard,41,103,142,desktop,,0,16,2,779893
C0667,premium,34,110,143,desktop,,0,33,0,369975
C0668,basic,38,167,76,MOBILE,,5,29,7,183672
C0669,Basic,42,190,15,MOBILE,,5,2,2,1498334
C0670,Premium,32,23,46,Mobile,,2,7,2,1465154
C0671,basic,31,107,3,mobile,,1,14,1,1504213
C0672,standard,55,180,43,Desktop,,3,7,9,1261268
C0673,premium,57,194,119,MOBILE,,0,34,0,677280
C0674,Standard,27,33,7,mobile,,4,8,11,1585409
C0675,premium,50,,118,Mobile,,0,6,4,674581
C0676,basic,24,142,40,Desktop,,4,33,2,1127983
C0677,Premium,24,120,13,MOBILE,,3,6,1,426322
C0678,Standard,41,112,128,desktop,,4,30,7,178427
C0679,Premium,45,110,89,Desktop,,0,2,10,78505
C0680,basic,58,143,90,desktop,,2,31,4,-152272
C0681,Basic,26,192,3,MOBILE,Medan,5,8,7,1391455
C0682,standard,32,129,118,mobile,,3,13,8,617495
C0683,standard,44,18,29,MOBILE,,4,14,11,1930699
C0684,standard,42,192,44,MOBILE,,0,9,7,1173620
C0685,Standard,21,89,2,Desktop,,4,31,3,1980084
C0686,basic,58,190,73,desktop,,2,19,4,1649954
C0687,standard,59,145,20,Desktop,,0,16,8,1148150
C0688,Basic,20,11,50,mobile,,0,35,3,667082
C0689,basic,53,31,55,mobile,,3,7,5,243992
C0690,Basic,21,137,60,mobile,,4,16,10,931552
C0691,Premium,29,129,140,MOBILE,,3,4,1,1491469
C0692,Basic,59,163,144,Desktop,,3,4,2,1107717
C0693,basic,45,66,113,mobile,Medan,5,3,4,989912
C0694,premium,52,189,125,Desktop,,5,24,7,368261
C0695,Basic,47,147,26,Desktop,,2,29,5,1952152
C0696,standard,26,112,65,desktop,,3,6,5,558791
C0697,Basic,57,96,96,Mobile,,5,30,3,1269742
C0698,basic,31,148,55,mobile,,5,22,4,981032
C0699,Premium,28,82,86,Mobile,,3,25,9,2042312
C0700,Standard,52,131,119,MOBILE,,3,23,8,986246
C0701,premium,43,32,55,desktop,Medan,1,27,8,262149
C0702,basic,30,154,33,mobile,,2,25,9,535839
C0703,Basic,26,19,17,Mobile,,1,13,11,313179
C0704,basic,25,55,43,Desktop,,2,27,5,348527
C0705,premium,32,89,121,Desktop,,0,5,10,787884
C0706,basic,30,67,116,desktop,,0,34,8,1701691
C0707,Premium,40,170,144,Desktop,,2,31,6,959248
C0708,Premium,29,156,105,MOBILE,,4,34,0,646157
C0709,standard,55,70,101,Desktop,,1,31,2,1948480
C0710,Standard,40,180,60,MOBILE,Bandung,1,28,8,887921
C0711,Premium,58,123,34,Desktop,,5,10,3,522672
C0712,basic,22,194,84,Mobile,Bandung,4,24,9,1553215
C0713,Standard,29,19,51,mobile,,4,26,6,1311244
C0714,premium,37,69,98,mobile,,5,5,6,583291
C0715,standard,29,192,9,mobile,jakarta,2,23,4,1812440
C0716,basic,50,32,139,Mobile,,3,24,7,1716604
C0717,premium,24,77,29,mobile,,2,20,8,889366
C0718,Standard,41,84,38,Desktop,,2,7,6,1491640
C0719,premium,21,121,50,mobile,,5,1,2,1757779
C0720,Premium,56,148,105,Mobile,,5,1,7,-4144
C0721,standard,41,177,136,Mobile,,0,27,7,1136361
C0722,Premium,59,24,62,MOBILE,,5,35,5,1548794
C0723,basic,29,37,136,MOBILE,,4,33,5,878899
C0724,Basic,36,152,64,desktop,,2,17,10,531258
C0725,standard,55,24,106,MOBILE,,5,27,0,1734341
C0726,Standard,50,69,89,desktop,,3,34,11,717287
C0727,Standard,42,186,143,Desktop,,4,35,2,501367
C0728,premium,57,199,129,Desktop,,5,20,3,371941
C0729,premium,19,31,60,MOBILE,,0,20,6,24620
C0730,Premium,27,99,10,Desktop,,4,1,3,788079
C0731,Standard,18,159,29,MOBILE,,5,6,2,6766
C0732,Premium,37,87,123,desktop,,2,29,2,867438
C0733,Standard,38,25,59,Desktop,,0,12,8,715082
C0734,basic,20,107,119,desktop,,2,2,8,1472240
C0735,basic,51,126,118,MOBILE,,1,22,8,1329152
C0736,premium,42,172,20,desktop,,1,30,6,1261814
C0737,Standard,48,174,32,MOBILE,,3,31,10,229736
C0738,Premium,26,134,35,Desktop,,0,34,10,2058058
C0739,Standard,59,104,147,Desktop,,0,16,4,1284616
C0740,basic,59,78,20,desktop,,5,12,9,860580
C0741,Basic,19,194,79,desktop,,0,9,11,350784
C0742,Standard,19,43,55,Desktop,Medan,5,12,1,875515
C0743,Basic,35,18,45,Mobile,,3,10,6,1600263
C0744,premium,34,70,125,mobile,Medan,3,11,9,131710
C0745,Standard,36,199,107,Desktop,,0,34,5,680844
C0746,premium,42,50,72,Mobile,,1,6,1,257429
C0747,standard,56,59,18,desktop,,0,14,3,-15144
C0748,premium,28,103,116,Desktop,,3,29,5,1034477
C0749,basic,24,170,110,Mobile,bandung,5,24,1,1597249
C0750,Standard,42,61,137,Desktop,,5,1,6,982949
C0751,standard,19,,14,mobile,,2,3,8,1755167
C0752,standard,50,186,112,Desktop,,0,12,3,1108294
C0753,Standard,29,138,51,Desktop,,0,15,1,1346628
C0754,standard,45,71,9,Mobile,,4,19,2,831617
C0755,premium,19,34,39,MOBILE,,2,26,10,800475
C0756,standard,43,122,120,Desktop,,1,15,4,1608870
C0757,basic,47,16,142,Mobile,,4,6,7,658774
C0758,Premium,34,58,45,mobile,,1,2,5,338803
C0759,Premium,22,150,44,MOBILE,,0,21,4,364237
C0760,premium,38,166,26,MOBILE,,3,20,10,110662
C0761,Basic,50,165,85,Desktop,,0,29,0,716413
C0762,Premium,34,149,142,mobile,,4,18,9,293793
C0763,standard,33,106,13,Desktop,,5,6,10,712572
C0764,Standard,55,194,97,Desktop,,4,15,6,1859167
C0765,standard,20,25,128,MOBILE,,3,32,11,449830
C0766,basic,21,41,141,MOBILE,Jakarta,2,26,6,615686
C0767,premium,24,37,97,Mobile,,4,3,7,787418
C0768,basic,56,137,62,desktop,,4,30,0,704859
C0769,basic,19,115,6,mobile,,4,17,6,1698195
C0770,premium,23,60,84,Mobile,,4,28,7,756237
C0771,Premium,56,58,98,Mobile,,4,13,2,931672
C0772,premium,56,45,97,mobile,,5,27,10,557669
C0773,basic,56,38,138,desktop,,3,6,7,400856
C0774,standard,33,86,13,MOBILE,,2,18,0,92141
C0775,standard,37,76,35,mobile,,4,5,1,971058
C0776,standard,29,136,109,desktop,,5,21,0,147771
C0777,standard,50,130,92,Mobile,,4,3,3,1917141
C0778,premium,22,143,123,Mobile,,5,34,8,777965
C0779,Standard,22,54,19,Mobile,,5,23,0,847020
C0780,Premium,44,13,69,MOBILE,,0,27,7,1237521
C0781,Basic,42,69,24,MOBILE,,5,7,11,943735
C0782,standard,32,38,50,mobile,,4,19,6,302004
C0783,Standard,52,130,79,desktop,bandung,0,35,2,984305
C0784,basic,22,71,29,mobile,,2,2,5,1728658
C0785,standard,37,146,27,MOBILE,,1,3,8,1743115
C0786,standard,52,198,77,Mobile,,0,29,0,1260538
C0787,Basic,47,71,33,desktop,,0,24,10,563881
C0788,premium,25,164,75,desktop,,2,34,1,709559
C0789,standard,54,,146,MOBILE,,2,11,10,939106
C0790,standard,42,145,145,Mobile,,2,24,1,449474
C0791,premium,28,135,7,mobile,,0,34,2,1647671
C0792,basic,46,128,8,desktop,,4,27,1,1707300
C0793,basic,47,82,70,Desktop,,0,28,0,1443680
C0794,Standard,41,154,37,desktop,,0,4,8,1722324
C0795,standard,20,189,107,mobile,bandung,5,23,4,1834471
C0796,Standard,56,54,36,mobile,,1,34,3,782026
C0797,Premium,24,184,30,Desktop,,2,13,7,1145308
C0798,Premium,44,82,34,desktop,,2,3,3,1809610
C0799,Standard,33,32,137,MOBILE,,5,26,5,784720
C0800,Basic,46,142,19,Mobile,,2,29,10,1748070
C0801,premium,19,107,59,Mobile,,1,24,6,999084
C0802,Basic,53,167,52,desktop,,5,33,10,1167480
C0803,Basic,21,140,36,Desktop,,5,18,5,842820
C0804,Premium,37,21,119,MOBILE,,0,20,3,1819295
C0805,basic,25,138,41,Desktop,,3,7,3,1731210
C0806,Basic,26,104,20,MOBILE,,2,22,7,1739922
C0807,basic,29,57,124,Mobile,,1,18,0,227002
C0808,basic,33,14,40,MOBILE,,2,32,3,1805545
C0809,Standard,43,81,25,Desktop,,5,21,5,1427692
C0810,standard,33,154,145,desktop,,2,33,3,465119
C0811,basic,46,84,51,MOBILE,Surabaya,1,12,9,1378542
C0812,premium,59,42,144,desktop,,2,19,10,1525295
C0813,standard,19,184,132,Mobile,Jakarta,0,34,4,499406
C0814,basic,53,60,35,MOBILE,,0,20,8,1522467
C0815,standard,51,50,92,Mobile,,5,18,2,1004942
C0816,Basic,22,54,126,Mobile,,0,35,2,758102
C0817,Premium,26,192,137,MOBILE,Bandung,4,33,9,427646
C0818,premium,55,60,40,Desktop,,0,12,8,1651087
C0819,Standard,43,28,130,Desktop,,0,22,0,268083
C0820,premium,46,107,28,desktop,,3,15,4,802146
C0821,Standard,57,77,127,Desktop,,1,21,9,97268
C0822,basic,38,111,33,Mobile,Jakarta,2,16,3,261546
C0823,Standard,39,56,149,desktop,,0,12,10,1800365
C0824,standard,47,44,83,mobile,,5,20,3,1782981
C0825,Standard,59,173,69,Desktop,,1,28,11,1878459
C0826,basic,59,56,11,mobile,,1,15,8,417289
C0827,standard,57,87,148,MOBILE,,3,25,9,1025479
C0828,basic,42,,120,Mobile,,1,17,1,171099
C0829,basic,57,37,116,Mobile,,0,8,6,459103
C0830,basic,31,50,146,Desktop,,1,25,8,656042
C0831,Basic,38,38,20,mobile,,3,18,9,911036
C0832,Premium,42,130,56,MOBILE,,2,4,4,1798714
C0833,Standard,51,101,106,Desktop,,2,27,5,1905726
C0834,standard,56,17,12,MOBILE,Medan,1,25,7,1806788
C0835,Premium,26,199,149,desktop,,0,8,9,174829
C0836,premium,44,,12,Mobile,,3,26,2,1452934
C0837,basic,35,60,104,mobile,jakarta,5,23,4,-86512
C0838,standard,35,120,94,desktop,,1,34,1,734559
C0839,Standard,21,92,102,Mobile,,3,22,11,427035
C0840,Basic,51,97,39,Desktop,,1,24,8,766060
C0841,Premium,36,193,73,mobile,,5,14,6,694701
C0842,basic,42,39,70,Desktop,,0,20,0,1619964
C0843,premium,25,116,81,Desktop,,0,13,10,726340
C0844,basic,36,75,33,Mobile,,5,24,5,468817
C0845,standard,34,24,66,mobile,,3,23,8,1393037
C0846,Premium,46,92,22,Mobile,,3,6,7,1759177
C0847,Standard,29,183,61,Mobile,,2,31,4,886815
C0848,basic,42,36,116,desktop,,3,30,7,753590
C0849,Basic,21,132,1,Mobile,,5,5,0,1627619
C0850,Basic,31,33,16,mobile,,3,15,4,240401
C0851,premium,37,184,95,mobile,,0,33,1,817561
C0852,Premium,58,63,66,MOBILE,,4,4,11,766746
C0853,standard,47,133,45,Desktop,,5,7,7,1594135
C0854,Basic,37,54,31,Desktop,,3,10,5,998003
C0855,standard,39,96,141,mobile,,1,27,7,1840446
C0856,Basic,55,58,40,mobile,,5,17,9,899671
C0857,premium,46,114,22,mobile,,0,34,1,1678661
C0858,basic,23,130,69,desktop,,3,29,4,1450061
C0859,standard,24,58,125,Mobile,,4,11,11,1373142
C0860,premium,26,122,28,Mobile,,0,25,9,1980364
C0861,Premium,24,42,6,desktop,,0,18,7,1123736
C0862,Standard,44,,105,mobile,,1,10,7,1064840
C0863,Premium,23,119,132,MOBILE,,5,34,1,167540
C0864,premium,30,184,40,Mobile,,1,7,1,134097
C0865,Standard,30,159,32,desktop,Jakarta,0,11,8,2044793
C0866,premium,36,19,105,Mobile,,0,13,4,1688906
C0867,Basic,20,87,83,Mobile,,4,2,1,583743
C0868,standard,54,47,92,Desktop,Jakarta,3,15,0,1128830
C0869,Basic,37,134,81,mobile,,4,13,11,876232
C0870,basic,27,,93,desktop,,3,22,5,1376959
C0871,basic,30,79,96,desktop,Surabaya,5,12,7,653368
C0872,standard,49,56,51,MOBILE,Bandung,4,26,11,1261725
C0873,basic,21,84,56,Mobile,,2,16,9,1672573
C0874,standard,30,,138,mobile,,4,25,7,1176514
C0875,Standard,48,104,73,mobile,,1,12,7,1514574
C0876,Standard,31,158,108,Mobile,,3,21,7,248661
C0877,Premium,23,190,101,mobile,,0,24,0,1315961
C0878,Standard,59,193,98,MOBILE,,5,28,2,502763
C0879,Premium,52,39,129,MOBILE,,5,22,1,1468532
C0880,Premium,54,23,133,Mobile,,4,29,2,822396
C0881,Standard,21,66,111,desktop,bandung,3,20,6,942067
C0882,Basic,59,142,80,Desktop,,5,22,11,1282405
C0883,basic,52,100,111,Mobile,,3,2,7,1718050
C0884,Basic,27,43,44,desktop,,0,7,5,11640
C0885,basic,20,10,75,MOBILE,,2,4,0,187575
C0886,standard,23,130,67,MOBILE,,5,11,11,89014
C0887,basic,39,177,49,mobile,,4,26,11,1760934
C0888,Premium,49,177,141,desktop,jakarta,2,30,9,275884
C0889,standard,45,166,64,desktop,jakarta,0,9,8,836352
C0890,Basic,51,66,9,Desktop,,1,5,11,1083416
C0891,Premium,54,97,90,mobile,,5,8,10,1772278
C0892,Basic,53,61,138,Mobile,,3,25,10,639459
C0893,Standard,59,41,9,mobile,,2,32,0,961942
C0894,Premium,19,83,113,desktop,,1,27,1,152627
C0895,basic,34,45,52,desktop,,5,18,6,1789317
C0896,Premium,22,54,9,mobile,,2,5,10,2006315
C0897,basic,58,,143,desktop,,2,33,4,1637845
C0898,premium,39,81,36,MOBILE,,4,25,2,419757
C0899,basic,44,199,7,Desktop,,3,4,11,1882024
C0900,Standard,34,43,60,desktop,,5,6,10,463152
C0901,premium,50,15,118,desktop,,2,30,0,1548585
C0902,Premium,31,149,146,Desktop,,5,1,4,1880355
C0903,Basic,50,77,105,Mobile,,2,22,0,535321
C0904,Basic,19,46,128,desktop,,0,14,1,1564759
C0905,Basic,55,24,61,Desktop,,0,14,5,628905
C0906,Basic,24,133,99,Mobile,,5,17,8,1510530
C0907,standard,47,64,32,Desktop,Bandung,4,13,0,1620585
C0908,Premium,39,21,18,Desktop,,0,11,8,1168015
C0909,premium,28,178,132,desktop,,1,29,9,1184853
C0910,Standard,46,,47,Desktop,,1,27,8,605726
C0911,standard,44,54,12,desktop,,4,9,0,236343
C0912,Standard,36,140,35,desktop,,0,30,5,1546410
C0913,standard,29,10,57,Mobile,,4,32,7,967720
C0914,Basic,59,,55,Desktop,,2,27,7,1509307
C0915,Basic,52,48,35,desktop,Surabaya,4,6,7,1766605
C0916,Standard,48,87,24,mobile,,1,23,10,1267942
C0917,Basic,30,92,147,Mobile,,5,22,5,1759881
C0918,standard,26,155,31,Mobile,,5,33,1,1948109
C0919,Premium,50,64,37,Mobile,,0,24,9,1144143
C0920,Premium,27,23,87,mobile,,5,34,3,840626
C0921,Premium,26,,22,desktop,,3,31,3,1587303
C0922,standard,42,132,77,MOBILE,,0,2,11,363974
C0923,premium,23,,123,MOBILE,,5,26,9,738975
C0924,standard,25,164,45,mobile,,3,10,9,827319
C0925,Standard,40,54,89,Mobile,,0,12,7,389123
C0926,Standard,58,69,115,Mobile,,4,7,5,1622140
C0927,Premium,28,93,30,MOBILE,,4,9,1,534870
C0928,Standard,49,40,72,MOBILE,,0,6,0,1987561
C0929,Standard,20,156,9,MOBILE,,4,25,3,590852
C0930,basic,57,129,146,desktop,,1,9,2,936992
C0931,Premium,46,173,46,desktop,,2,30,9,1655440
C0932,Basic,50,123,114,mobile,,3,14,9,1284439
C0933,Premium,29,82,76,MOBILE,,4,26,2,1790366
C0934,Basic,34,193,45,Mobile,,3,27,3,1825789
C0935,Basic,34,84,75,MOBILE,,2,23,11,835915
C0936,Standard,36,190,127,Desktop,,2,34,3,136230
C0937,basic,43,164,87,Desktop,,2,14,9,1410298
C0938,standard,50,143,143,mobile,,1,16,8,1290072
C0939,Basic,30,174,147,Desktop,,2,34,11,677800
C0940,basic,39,31,109,desktop,,0,18,6,1636120
C0941,basic,50,157,33,Mobile,,5,26,7,1263178
C0942,Premium,34,54,94,Desktop,,0,29,7,205687
C0943,basic,44,154,53,MOBILE,,1,11,0,358609
C0944,premium,38,197,134,Desktop,,2,20,9,1493792
C0945,Standard,42,107,93,Mobile,,2,7,11,1375467
C0946,Standard,26,141,90,MOBILE,Surabaya,3,24,3,480025
C0947,premium,35,105,22,MOBILE,,2,23,4,1421269
C0948,basic,48,71,94,MOBILE,,0,21,11,1124552
C0949,Basic,26,34,105,desktop,,0,13,0,187681
C0950,premium,59,177,98,mobile,,5,1,7,1767538
C0951,Basic,33,192,14,mobile,Bandung,3,34,9,1939028
C0952,Basic,59,50,117,MOBILE,,4,9,8,1460517
C0953,basic,48,16,120,Desktop,Surabaya,4,25,8,1425131
C0954,standard,47,25,120,Desktop,,2,31,11,625392
